id,event_text,url,url_id,company,fiscal_year,fiscal_period,event_type,date,time,timezone
530,"Tuesday, November 24, 2020 10:00 AM ET MREIC Fourth Quarter 2020 Earnings Call and Webcast Link to Webcast",https://investors.mreic.reit/events-presentations/default.aspx,133,MREIC,2020,Q4,Earnings Call,"Nov 24, 2020",10:00 AM,ET
531,"Tuesday, November 17, 2020 8:00 AM ET -  Nareit REITworld 2020 Virtual Annual Conference",https://investors.mreic.reit/events-presentations/default.aspx,133,NAREIT,2020,Y,Conference,"Nov 17, 2020",08:00 AM,ET
532,"Tuesday, November 26, 2019 10:00 AM ET MREIC 4Q and Fiscal Yearend 2019 Earnings Call and Webcast",https://investors.mreic.reit/events-presentations/default.aspx,133,MREIC,2019,Q4,Earnings Call,"Nov 26, 2019",10:00 AM,ET
533,"Monday, November 25, 2019 4:15 PM ET Earnings Release: Fourth Quarter and Fiscal Yearend 2019.",https://investors.mreic.reit/events-presentations/default.aspx,133,NONE,2019,Q4,Earnings Release,"Nov 25, 2019",04:15 PM,ET
534,"Celsius Holdings, Inc. Earnings Call Thursday March 12, 2020 2020-03-12",https://www.celsiusholdingsinc.com/investors/,134,CELSIUS HOLDINGS,2020,NONE,Earnings Call,"Mar 12, 2020",NONE,NONE
535,"Celsius Holdings, Inc. Earnings Call Thursday November 07, 2019 2019-11-07",https://www.celsiusholdingsinc.com/investors/,134,CELSIUS HOLDINGS,NONE,NONE,Earnings Call,"Nov 7, 2019",NONE,NONE
536,"Celsius Holdings, Inc. Earnings Call Thursday August 08, 2019 2019-08-08",https://www.celsiusholdingsinc.com/investors/,134,"CELSIUS HOLDINGS, INC.",NONE,NONE,Earnings Call,"Aug 8, 2019",NONE,NONE
537,"Celsius Holdings, Inc. Earnings Call Thursday May 9th, 2019 2019-05-10",https://www.celsiusholdingsinc.com/investors/,134,"CELSIUS HOLDINGS, INC.",NONE,NONE,Earnings Call,"May 9, 2019",NONE,NONE
538,"Celsius Holdings, Inc. Earnings Call Thursday May 10, 2018 2018-05-10",https://www.celsiusholdingsinc.com/investors/,134,"CELSIUS HOLDINGS, INC.",NONE,NONE,Earnings Call,"May 10, 2018",NONE,NONE
539,"July 29, 2021 9:30 AM EDT	 Tradeweb Markets Second Quarter 2021 Earnings Call Add to Outlook Add to Google Calendar Listen to Webcast",https://investors.tradeweb.com/events-and-presentations,135,TRADEWEB MARKETS,2021,Q2,Earnings Call,"Jul 29, 2021",09:30 AM,ET
540,"October 28, 2021 9:30 AM EDT	 Tradeweb Markets Third Quarter 2021 Earnings Call Add to Outlook Add to Google Calendar Listen to Webcast",https://investors.tradeweb.com/events-and-presentations,135,TRADEWEB MARKETS,2021,Q3,Earnings Call,"Oct 28, 2021",09:30 AM,ET
541,"June 15, 2021	 Morgan Stanley Financials Conference",https://investors.tradeweb.com/events-and-presentations,135,MORGAN STANLEY,NONE,NONE,Conference,"Jun 15, 2021",NONE,NONE
542,"June 15 - June 17, 2021	 Nasdaq Virtual Investor Conference",https://investors.tradeweb.com/events-and-presentations,135,NASDAQ,NONE,NONE,Conference,"Jun 15, 2021",NONE,NONE
543,"June 9, 2021 2:00 PM EDT	 SOP's Global Exchange & Brokerage Conference",https://investors.tradeweb.com/events-and-presentations,135,SOP,NONE,NONE,Conference,"Jun 9, 2021",02:00 PM,ET
544,"Stifel 2021 Virtual Jaws & Paws Conference June 2, 2021 at 9:00 AM EDT Listen to Webcast",https://ir.covetrus.com/investors/events-and-presentations,137,STIFEL,2021,NONE,Conference,"Jun 2, 2021",09:00 AM,ET
545,"1Q2021 Earnings Conference Call May 6, 2021 at 4:30 PM EDT Listen to Webcast",https://ir.covetrus.com/investors/events-and-presentations,137,NONE,2021,Q1,Earnings Call,"May 6, 2021",04:30 PM,ET
546,"4Q2020 Earnings Conference Call March 1, 2021 at 8:30 AM EST Listen to Webcast",https://ir.covetrus.com/investors/events-and-presentations,137,NONE,2020,Q4,Earnings Call,"Mar 1, 2021",08:30 AM,ET
547,"Credit Suisse 29th Annual Healthcare Conference November 11, 2020 at 2:00 PM EST Listen to Webcast",https://ir.covetrus.com/investors/events-and-presentations,137,CREDIT SUISSE,NONE,Y,Conference,"Nov 11, 2020",02:00 PM,ET
548,"3Q2020 Earnings Conference Call November 10, 2020 at 4:30 PM EST Listen to Webcast",https://ir.covetrus.com/investors/events-and-presentations,137,NONE,2020,Q3,Earnings Call,"Nov 10, 2020",04:30 PM,ET
549,"Q2 2021 The Allstate Corporation Earnings Conference Call Aug 5, 2021 at 9:00 AM EDT",https://www.allstateinvestors.com/events-and-presentations/calendar,138,THE ALLSTATE CORPORATION,2021,Q2,Earnings Call,"Aug 5, 2021",09:00 AM,ET
550,"Q3 2021 The Allstate Corporation Earnings Conference Call (tentative) Nov 4, 2021 at 9:00 AM EDT",https://www.allstateinvestors.com/events-and-presentations/calendar,138,THE ALLSTATE CORPORATION,2021,Q3,Earnings Call,"Nov 4, 2021",09:00 AM,ET
551,"Q4 2021 The Allstate Corporation Earnings Conference Call (tentative) Feb 3, 2022 at 9:00 AM EST",https://www.allstateinvestors.com/events-and-presentations/calendar,138,THE ALLSTATE CORPORATION,2021,Q4,Earnings Call,"Feb 3, 2022",09:00 AM,ET
552,"Q2 2021 The Allstate Corporation Earnings Conference Call Aug 5, 2021 at 9:00 AM EDT",https://www.allstateinvestors.com/events-and-presentations/calendar,138,THE ALLSTATE CORPORATION,2021,Q2,Earnings Call,"Aug 5, 2021",09:00 AM,ET
553,"Q1 2021 The Allstate Corporation Earnings Conference Call May 6, 2021 at 9:00 AM EDT",https://www.allstateinvestors.com/events-and-presentations/calendar,138,THE ALLSTATE CORPORATION,2021,Q1,Earnings Call,"May 6, 2021",09:00 AM,ET
554,"MAY 07, 2021 12:00 PM ET Gatos Silver Q1 2021 Earnings Call WEBCAST (OPENS IN NEW WINDOW)",https://investor.gatossilver.com/events-and-presentations/events/default.aspx,139,GATOS SILVER,2021,Q1,Earnings Call,"May 7, 2021",12:00 PM,ET
555,"APRIL 13, 2021 SmithWeekly Research Discussion WEBCAST",https://investor.gatossilver.com/events-and-presentations/events/default.aspx,139,SMITHWEEKLY RESEARCH,NONE,NONE,Conference,"Apr 13, 2021",NONE,NONE
556,"MARCH 29, 2021 12:00 PM ET Gatos Silver Q4 and Year-End 2020 Earnings Call WEBCAST (OPENS IN NEW WINDOW)",https://investor.gatossilver.com/events-and-presentations/events/default.aspx,139,GATOS SILVER,2020,Q4,Earnings Call,"Mar 29, 2021",12:00 PM,ET
557,"JANUARY 28, 2021 12:00 PM ET Gatos Silver|Bloor Street Capital Webinar WEBCAST (OPENS IN NEW WINDOW)",https://investor.gatossilver.com/events-and-presentations/events/default.aspx,139,GATOS SILVER,NONE,NONE,None/Other,"Jan 28, 2021",12:00 PM,ET
558,"DECEMBER 09, 2020 12:00 PM ET Gatos Silver Q3 2020 Earnings Call WEBCAST (OPENS IN NEW WINDOW)",https://investor.gatossilver.com/events-and-presentations/events/default.aspx,139,GATOS SILVER,2020,Q3,Earnings Call,"Dec 9, 2020",12:00 PM,ET
559,"Catalyst Pharmaceuticals Responds to Letter from Senator Bernie Sanders Feb 21, 2019",https://ir.catalystpharma.com/events-and-presentations,140,CATALYST PHARMACEUTICALS,NONE,NONE,None/Other,"Feb 21, 2019",NONE,NONE
560,"MAY 12, 2021 09:00 AM ET Cornerstone Building Brands 1Q 2021 Earnings Call",https://investors.cornerstonebuildingbrands.com/events-and-presentations/default.aspx,141,CORNERSTONE BUILDING BRANDS,2021,Q1,Earnings Call,"May 12, 2021",09:00 AM,ET
561,"MARCH 25, 2021 09:15 AM ET Cornerstone Building Brands (CNR) - Sidoti Virtual Conference Presentation",https://investors.cornerstonebuildingbrands.com/events-and-presentations/default.aspx,141,CORNERSTONE BUILDING BRANDS,NONE,NONE,Conference,"Mar 25, 2021",09:15 AM,ET
562,"MARCH 04, 2021 09:00 AM Cornerstone Building Brands 4Q 2020 Earnings Call",https://investors.cornerstonebuildingbrands.com/events-and-presentations/default.aspx,141,CORNERSTONE BUILDING BRANDS,2020,Q4,Earnings Call,"Mar 4, 2021",09:00 AM,NONE
563,"NOVEMBER 11, 2020 09:00 AM ET Cornerstone Building Brands 3Q 2020 Earnings Call",https://investors.cornerstonebuildingbrands.com/events-and-presentations/default.aspx,141,CORNERSTONE BUILDING BRANDS,2020,Q3,Earnings Call,"Nov 11, 2020",09:00 AM,ET
564,"SEPTEMBER 14, 2020 04:20 PM ET RBC Capital Markets Global Industrials Virtual Conference",https://investors.cornerstonebuildingbrands.com/events-and-presentations/default.aspx,141,RBC CAPITAL MARKETS,NONE,NONE,Conference,"Sep 14, 2020",04:20 PM,ET
565,"August 3, 2021 11:00 AM ET ONE Gas Second Quarter 2021 Conference Call and Webcast",https://www.onegas.com/investors/events-and-presentations/default.aspx,143,ONE GAS,2021,Q2,Conference,"Aug 3, 2021",11:00 AM,ET
566,"May 27, 2021 09:00 AM CT Annual Shareholders Meeting",https://www.onegas.com/investors/events-and-presentations/default.aspx,143,NONE,NONE,Y,Shareholder Meeting,"May 27, 2021",09:00 AM,CDT
567,"May 4, 2021 11:00 AM ET ONE Gas First Quarter 2021 Conference Call and Webcast",https://www.onegas.com/investors/events-and-presentations/default.aspx,143,ONE GAS,2021,Q1,Conference,"May 4, 2021",11:00 AM,ET
568,"March 2, 2021 07:00 AM ET BofA Securities Power, Gas and Solar Leaders Conference",https://www.onegas.com/investors/events-and-presentations/default.aspx,143,BOFA SECURITIES,NONE,NONE,Conference,"Mar 2, 2021",07:00 AM,ET
569,"March 1, 2021 08:00 AM ET ONE Gas Morgan Stanley Energy and Power Conference",https://www.onegas.com/investors/events-and-presentations/default.aspx,143,ONE GAS,NONE,NONE,Conference,"Mar 1, 2021",08:00 AM,ET
570,"May 06, 2021 8:00 am EDT	 Q1 2021 Athenex Inc. Earnings Conference Call",https://ir.athenex.com/investor-calendar,144,ATHENEX INC.,2021,Q1,Earnings Call,"May 6, 2021",08:00 AM,ET
571,"March 01, 2021 8:00 am EST	 Q4 and Full Year 2020 Athenex, Inc. Earnings Conference Call",https://ir.athenex.com/investor-calendar,144,ATHENEX,2020,Q4,Earnings Call,"Mar 1, 2021",08:00 AM,ET
572,"January 11, 2021 8:40 am EST	 ATNX at 39th Annual J.P. Morgan Healthcare Conference",https://ir.athenex.com/investor-calendar,144,ATNX,NONE,Y,Conference,"Jan 11, 2021",08:40 AM,ET
573,"November 05, 2020 8:00 am EST	 Q3 2020 Athenex, Inc. Earnings Conference Call",https://ir.athenex.com/investor-calendar,144,"ATHENEX, INC.",2020,Q3,Earnings Call,"Nov 5, 2020",08:00 AM,ET
574,"September 08, 2020 10:30 am EDT	 Athenex, Inc. Corporate Conference Call and Webcast",https://ir.athenex.com/investor-calendar,144,ATHENEX,NONE,NONE,Conference,"Sep 8, 2020",10:30 AM,ET
575,"Jun 10, 2021 11:30 am CDT LD Micro Invitational XI investor conference",https://investor.salemmedia.com/news-events/ir-calendar,145,LD MICRO,NONE,NONE,Conference,"Jun 10, 2021",11:30 AM,CDT
576,"May 27, 2021 10:30 am EDT Singular Spring Select investor conference",https://investor.salemmedia.com/news-events/ir-calendar,145,NONE,NONE,NONE,Conference,"May 27, 2021",10:30 AM,ET
577,"May 6, 2021 4:00 pm CDT First Quarter 2021 Earnings Call",https://investor.salemmedia.com/news-events/ir-calendar,145,NONE,2021,Q1,Earnings Call,"May 6, 2021",04:00 PM,CDT
578,"May 5, 2021 9:30 am PDT 2021 Annual Meeting of Stockholders",https://investor.salemmedia.com/news-events/ir-calendar,145,NONE,2021,Y,Shareholder Meeting,"May 5, 2021",09:30 AM,PDT
579,"Mar 4, 2021 12:00 pm CDT Fourth Quarter 2020 Earnings Call",https://investor.salemmedia.com/news-events/ir-calendar,145,NONE,2020,Q4,Earnings Call,"Mar 4, 2021",12:00 PM,CDT
580,"July 29, 2021 Q2 2021 NIELSEN HOLDINGS PLC EARNINGS CONFERENCE CALL Add to Calendar Webcast(opens in new window)",https://ir.nielsen.com/investor-relations/shareholder-information/annual-meeting/default.aspx,146,NIELSEN HOLDINGS,2021,Q2,Earnings Call,"Jul 29, 2021",NONE,NONE
581,"June 9, 2021 BAIRD'S 2021 GLOBAL CONSUMER, TECHNOLOGY & SERVICES CONFERENCE  Linda Zukauckas, Chief Financial Officer  Karthik Rao, Chief Operating Officer Webcast(opens in new window)",https://ir.nielsen.com/investor-relations/shareholder-information/annual-meeting/default.aspx,146,BAIRD,2021,NONE,Conference,"Jun 9, 2021",NONE,NONE
582,"June 4, 2021 ALLIANCE BERNSTEIN 37TH ANNUAL STRATEGIC DECISIONS CONFERENCE  David Kenny, Chief Executive Officer  Linda Zukauckas, Chief Financial Officer Webcast(opens in new window)",https://ir.nielsen.com/investor-relations/shareholder-information/annual-meeting/default.aspx,146,ALLIANCE BERNSTEIN,NONE,Y,Conference,"Jun 4, 2021",NONE,NONE
583,"May 6, 2021 Q1 2021 NIELSEN HOLDINGS PLC EARNINGS CONFERENCE CALL Webcast(opens in new window)",https://ir.nielsen.com/investor-relations/shareholder-information/annual-meeting/default.aspx,146,NIELSEN HOLDINGS PLC,2021,Q1,Earnings Call,"May 6, 2021",NONE,NONE
584,"March 4, 2021 MORGAN STANLEY TECHNOLOGY, MEDIA AND TELECOM CONFERENCE  David Kenny, CEO  Linda Zukauckas, CFO  Sara Gubins, SVP, Head of Investor Relations and Treasury Webcast(opens in new window)",https://ir.nielsen.com/investor-relations/shareholder-information/annual-meeting/default.aspx,146,MORGAN STANLEY,NONE,NONE,Conference,"Mar 4, 2021",NONE,NONE
585,"H.C. Wainwright Global Life Sciences Conference Mar 9, 2021 at 7:00 AM EST Listen to webcast",http://ir.chiasmapharma.com/events-presentations,147,H.C. WAINWRIGHT,NONE,NONE,Conference,"Mar 9, 2021",07:00 AM,ET
586,"Chiasma Q4 2020 Financial Results Call Mar 4, 2021 at 5:00 PM EST Listen to webcast",http://ir.chiasmapharma.com/events-presentations,147,CHIASMA,2020,Q4,Sales Results,"Mar 4, 2021",05:00 PM,ET
587,"10th Annual LifeSci Partners Corporate Access Event Jan 8, 2021 at 2:00 PM EST Listen to webcast",http://ir.chiasmapharma.com/events-presentations,147,LifeSci Partners,NONE,Y,None/Other,"Jan 8, 2021",02:00 PM,ET
588,"Evercore ISI HealthCONx Conference Dec 3, 2020 at 1:00 PM EST",http://ir.chiasmapharma.com/events-presentations,147,EVERCORE,NONE,NONE,Conference,"Dec 3, 2020",01:00 PM,ET
589,"Expert Panel on Acromegaly and the MPOWERED® Phase 3 Trial Results Nov 30, 2020 at 11:00 AM EST",http://ir.chiasmapharma.com/events-presentations,147,NONE,NONE,NONE,None/Other,"Nov 30, 2020",11:00 AM,ET
590,"Q2 2021 First Industrial Realty Trust Earnings Conference Call Jul 22, 2021 at 11:00 AM EDT",https://firstindustrialrealtytrustinc.gcs-web.com/events-and-presentations/upcoming-events/,148,FIRST INDUSTRIAL REALTY TRUST,2021,Q2,Earnings Call,"Jul 22, 2021",11:00 AM,ET
591,"MAY 5, 2021 AT 10:00 AM EDT 2021 Annual Meeting of Stockholders",https://firstindustrialrealtytrustinc.gcs-web.com/events-and-presentations/upcoming-events/,148,NONE,2021,Y,Shareholder Meeting,"May 5, 2021",10:00 AM,ET
592,"APR 22, 2021 AT 11:00 AM EDT Q1 2021 First Industrial Realty Trust Earnings Conference Call",https://firstindustrialrealtytrustinc.gcs-web.com/events-and-presentations/upcoming-events/,148,FIRST INDUSTRIAL REALTY TRUST,2021,Q1,Earnings Call,"Apr 22, 2021",11:00 AM,ET
593,"MAR 9, 2021 AT 10:30 AM EST First Industrial Realty Trust, Inc. at Citi’s 2021 Virtual Global Property CEO Conference",https://firstindustrialrealtytrustinc.gcs-web.com/events-and-presentations/upcoming-events/,148,"FIRST INDUSTRIAL REALTY TRUST, INC.",2021,NONE,Conference,"Mar 9, 2021",10:30 AM,ET
594,"FEB 11, 2021 AT 11:00 AM EST Q4 2020 First Industrial Realty Trust Earnings Conference Call",https://firstindustrialrealtytrustinc.gcs-web.com/events-and-presentations/upcoming-events/,148,FIRST INDUSTRIAL REALTY TRUST,2020,Q4,Earnings Call,"Feb 11, 2021",11:00 AM,ET
595,"Second Quarter 2021 Financial Results Conference Call JUL 29, 2021 4:30 PM EDT Webcast",https://qumu.com/en/investor-relations/,149,NONE,2021,Q2,Earnings Call,"Jul 29, 2021",04:30 PM,ET
596,"Qumu Second Quarter 2021 Preliminary Results Conference Call JUN 29, 2021 4:00 PM CDT Webcast",https://qumu.com/en/investor-relations/,149,QUMU,2021,Q2,Conference,"Jun 29, 2021",04:00 PM,CDT
597,"Northland Capital Markets Customer Engagement SaaS Conference JUN 15, 2021 Webcast",https://qumu.com/en/investor-relations/,149,NORTHLAND CAPITAL MARKETS,NONE,NONE,Conference,"Jun 15, 2021",NONE,NONE
598,"2021 Annual Meeting of Shareholders MAY 6, 2021 10:30 AM CDT Webcast",https://qumu.com/en/investor-relations/,149,NONE,2021,Y,Shareholder Meeting,"May 6, 2021",10:30 AM,CDT
599,"First Quarter 2021 Financial Results Conference Call APR 29, 2021 4:30 PM EDT",https://qumu.com/en/investor-relations/,149,NONE,2021,Q1,Conference,"Apr 29, 2021",04:30 PM,ET
600,"Aug 3, 2021 11:00 AM EDT	 First Quarter Fiscal Year 2022 Earnings Conference Call Listen to webcast",http://ir.capitalsouthwest.com/events-presentations,151,NONE,2022,Q1,Earnings Call,"Aug 3, 2021",11:00 AM,ET
601,"May 26, 2021 11:00 AM EDT	 Fourth Quarter Fiscal Year 2021 Earnings Conference Call Listen to webcast",http://ir.capitalsouthwest.com/events-presentations,151,NONE,2021,Q4,Earnings Call,"May 26, 2021",11:00 AM,ET
602,"Feb 2, 2021 11:00 AM EST	 Third Quarter Fiscal Year 2021 Earnings Conference Call Listen to webcast",http://ir.capitalsouthwest.com/events-presentations,151,NONE,2021,Q3,Earnings Call,"Feb 2, 2021",11:00 AM,ET
603,"Nov 2, 2020 11:00 AM EST	 Second Quarter Fiscal Year 2021 Earnings Conference Call Listen to webcast",http://ir.capitalsouthwest.com/events-presentations,151,NONE,2021,Q2,Earnings Call,"Nov 2, 2020",11:00 AM,ET
604,"Aug 4, 2020 11:00 AM EDT	 First Quarter Fiscal Year 2021 Earnings Conference Call Listen to webcast",http://ir.capitalsouthwest.com/events-presentations,151,NONE,2021,Q1,Earnings Call,"Aug 4, 2020",11:00 AM,ET
605,"Tuesday, Jun 22, 2021 at 2:40 PM EDT Nu Skin Enterprises at Jefferies Consumer Conference",http://ir.nuskin.com/events-and-presentations?c=103888&p=irol-calendar,152,NU SKIN ENTERPRISES,NONE,NONE,Conference,"Jun 22, 2021",02:40 PM,ET
606,"Wednesday, May 5, 2021 at 5:00 PM EDT Q1 2021 Nu Skin Enterprises Earnings Conference Call",http://ir.nuskin.com/events-and-presentations?c=103888&p=irol-calendar,152,NU SKIN ENTERPRISES,2021,Q1,Earnings Call,"May 5, 2021",05:00 PM,ET
607,"Wednesday, Aug 4, 2021 at 5:00 PM EDT Q2 2021 Nu Skin Enterprises Earnings Conference Click here for webcast",http://ir.nuskin.com/events-and-presentations?c=103888&p=irol-calendar,152,NU SKIN ENTERPRISES,2021,Q2,Earnings Release,"Aug 4, 2021",05:00 PM,ET
608,"May 07, 2021 9:00 AM through May 07, 2021 10:00 AM EDT	 Q1 2021 NN, Inc. Earnings Conference Call Description  Participants, Int'l Toll: +1 412-317-6789 Participants, US/CAN Toll free: 877-317-6789 Conference ID: 10155479",http://investors.nninc.com/phoenix.zhtml?c=110673&p=irol-presentations,153,"NN, INC.",2021,Q1,Earnings Call,"May 7, 2021",10:00 AM,ET
609,"Apr 07, 2021 9:00 AM through Apr 07, 2021 10:00 AM EDT	 NN, Inc. Investor Update Description  Participants, Int'l: 1-412-317-6789 Participants, Toll free: 877-317-6789 Conference ID: 10153945",http://investors.nninc.com/phoenix.zhtml?c=110673&p=irol-presentations,153,"NN, INC.",NONE,NONE,Conference,"Apr 7, 2021",10:00 AM,ET
610,"Mar 12, 2021 9:00 AM EST Q4 2020 NN, Inc. Earnings Conference Call Description  Participants, Int'l Toll: +1 412-317-6789 Participants, US/CAN Toll free: 877-317-6789 Conference ID: 10152502",http://investors.nninc.com/phoenix.zhtml?c=110673&p=irol-presentations,153,"NN, INC.",2020,Q4,Earnings Call,"Mar 12, 2021",09:00 AM,ET
611,"Nov 06, 2020 9:00 AM EST Q3 2020 NN, Inc. Earnings Conference Call Description  Participants, Int'l Toll: +1 323-994-2093 Participants, US/CAN Toll free: 888-204-4368 Conference ID: 3591787",http://investors.nninc.com/phoenix.zhtml?c=110673&p=irol-presentations,153,"NN, INC.",2020,Q3,Earnings Call,"Nov 6, 2020",09:00 AM,ET
612,"Aug 07, 2020 9:00 AM EDT Q2 2020 NN, Inc. Earnings Conference Call Description  Participant Access – Live Call Dial in Numbers 888-220-8474 or +1 323-794-2591 Conference ID: 7729601",http://investors.nninc.com/phoenix.zhtml?c=110673&p=irol-presentations,153,"NN, INC.",2020,Q2,Earnings Call,"Aug 7, 2020",09:00 AM,ET
613,"Q2 2021 USANA Health Sciences Earnings Conference Call Jul 28, 2021 • 11:00am EDT Webcast",https://ir.usana.com/company-information/presentations,154,USANA HEALTH SCIENCES,2021,Q2,Earnings Call,"Jul 28, 2021",11:00 AM,ET
614,"USANA Health Sciences 2021 Annual Meeting of Shareholders May 10, 2021 • 11:00am MDT",https://ir.usana.com/company-information/presentations,154,USANA HEALTH SCIENCES,2021,Y,Shareholder Meeting,"May 10, 2021",11:00 AM,MDT
615,"Q1 2021 USANA Health Sciences Earnings Conference Call Apr 28, 2021 • 11:00am EDT",https://ir.usana.com/company-information/presentations,154,USANA HEALTH SCIENCES,2021,Q1,Earnings Call,"Apr 28, 2021",11:00 AM,ET
616,"Q4 2020 USANA Health Sciences Earnings Conference Call Feb 10, 2021 • 11:00am EDT",https://ir.usana.com/company-information/presentations,154,USANA HEALTH SCIENCES,2020,Q4,Earnings Call,"Feb 10, 2021",11:00 AM,ET
617,"Q1 2021 USANA Health Sciences Earnings Conference Call Apr 28, 2021 • 11:00am EDT",https://ir.usana.com/company-information/presentations,154,USANA HEALTH SCIENCES,2021,Q1,Earnings Call,"Apr 28, 2021",11:00 AM,ET
618,"Second Quarter 2021 Financial Results Conference Call Aug 4, 2021 • 4:30 pm EDT",https://ir.axogeninc.com/presentations,155,NONE,2021,Q2,Earnings Call,"Aug 4, 2021",04:30 PM,ET
619,"JMP Securities Life Sciences Conference Jun 16, 2021 • 12:30 pm EDT",https://ir.axogeninc.com/presentations,155,JMP SECURITIES,NONE,NONE,Conference,"Jun 16, 2021",12:30 PM,ET
620,"Jefferies Virtual Healthcare Conference Jun 2, 2021 • 11:30 am EDT",https://ir.axogeninc.com/presentations,155,JEFFERIES,NONE,NONE,Conference,"Jun 2, 2021",11:30 AM,ET
621,"Canaccord Genuity Musculoskeletal Conference May 20, 2021 • 11:00 am EDT",https://ir.axogeninc.com/presentations,155,CANACCORD GENUITY,NONE,NONE,Conference,"May 20, 2021",11:00 AM,ET
622,"2021 Annual Meeting of Shareholders May 10, 2021 • 4:00 pm EDT",https://ir.axogeninc.com/presentations,155,NONE,2021,Y,Shareholder Meeting,"May 10, 2021",04:00 PM,ET
623,"06/08/2021 Baird's 2021 Global Consumer, Technology & Services Conference",https://investors.novanta.com/presentations-and-events,156,BAIRD,2021,NONE,Conference,"Jun 8, 2021",NONE,NONE
624,06/02/2021 William Blair's 41st Annual Growth Stock Conference,https://investors.novanta.com/presentations-and-events,156,WILLIAM BLAIR,NONE,Y,Conference,"Jun 2, 2021",NONE,NONE
625,"05/11/2021 10:00 AM ET Novanta, Inc. 2021 Q1 Earnings Call",https://investors.novanta.com/presentations-and-events,156,"NOVANTA, INC.",2021,Q1,Earnings Call,"May 11, 2021",10:00 AM,ET
626,"03/01/2021 10:00 AM ET Novanta, Inc. 2020 Q4 Earnings Call",https://investors.novanta.com/presentations-and-events,156,"NOVANTA, INC.",2020,Q4,Earnings Call,"Mar 1, 2021",10:00 AM,ET
627,01/13/2021 CJS 21st Annual New Ideas for the New Year Conference,https://investors.novanta.com/presentations-and-events,156,NONE,NONE,Y,Conference,"Jan 13, 2021",NONE,NONE
628,"May 6, 2020 2:00 pm CDT 2020 Annual Meeting of Stockholders",https://www.basices.com/news-media/presentations,157,NONE,2020,Y,Shareholder Meeting,"May 6, 2020",02:00 PM,CDT
629,"Mar 9, 2020 10:30 am EDT Q4 2019 Earnings Conference Call",https://www.basices.com/news-media/presentations,157,NONE,2019,Q4,Earnings Call,"Mar 9, 2020",10:30 AM,ET
630,"Oct 31, 2019 9:00 am EDT Q3 2019 Earnings Conference Call",https://www.basices.com/news-media/presentations,157,NONE,2019,Q3,Earnings Call,"Oct 31, 2019",09:00 AM,ET
631,"Aug 1, 2019 9:00 am EDT Q2 2019 Earnings Conference Call",https://www.basices.com/news-media/presentations,157,NONE,2019,Q2,Earnings Call,"Aug 1, 2019",09:00 AM,ET
632,"May 10, 2019 9:00 am EDT Q1 2019 Earnings Conference Call",https://www.basices.com/news-media/presentations,157,NONE,2019,Q1,Earnings Call,"May 10, 2019",09:00 AM,ET
633,"Luby’s Announces First Quarter Fiscal 2020 Earnings Conference Call Chris Pappas, President and CEO, and Scott Gray, Senior Vice President and Chief Financial Officer Monday, February 3, 2020 10:00 AM Central Time",http://www.lubysinc.com/investors/events/,158,LUBY’S,2020,Q1,Earnings Call,"Feb 3, 2020",10:00 AM,CDT
634,"June 11, 2021 8:00 AM EDT	 EHA2021 Corporate Event: Conference Call and Webcast Click here for webcast",http://investors.protagonist-inc.com/events,159,EHA,2021,NONE,Conference,"Jun 11, 2021",08:00 AM,ET
635,"June 11, 2021 9:00 AM CEST	 European Hematology Association (""EHA"") 2021 Annual Congress Click here for webcast",http://investors.protagonist-inc.com/events,159,EUROPEAN HEMATOLOGY ASSOCIATION,2021,Y,Conference,"Jun 11, 2021",09:00 AM,OTHER
636,"June 1 - June 4, 2021	 Jefferies Virtual Healthcare Conference Click here for webcast",http://investors.protagonist-inc.com/events,159,JEFFERIES,NONE,NONE,Conference,"Jun 4, 2021",NONE,NONE
637,"March 22, 2021 5:00 PM EDT	 Protagonist Corporate Update Call Click here for webcast",http://investors.protagonist-inc.com/events,159,PROTAGONIST CORPORATE,NONE,NONE,Earnings Call,"Mar 22, 2021",05:00 PM,ET
638,"March 10, 2021 4:30 PM EST	 Protagonist Therapeutics Fourth Quarter and Year-end Financial Results Click here for the webcast",http://investors.protagonist-inc.com/events,159,PROTAGONIST THERAPEUTICS,NONE,Q4,Earnings Release,"Mar 10, 2021",04:30 PM,ET
639,"Jul 15, 2021 10:00 am MDT Investor Day",http://www.purecyclewater.com/investors/,161,NONE,NONE,NONE,None/Other,"Jul 15, 2021",10:00 AM,MDT
640,"Jul 6, 2021 4:30 pm EDT Q3 2021 Earnings Call",http://www.purecyclewater.com/investors/,161,NONE,2021,Q3,Earnings Call,"Jul 6, 2021",04:30 PM,ET
641,"Jun 23 – Jun 24, 2021 Sidoti & Company Virtual Investor Conference",http://www.purecyclewater.com/investors/,161,SIDOTI & COMPANY,NONE,NONE,Conference,"Jun 24, 2021",NONE,NONE
642,"Apr 13, 2021 4:30 pm EDT Q2 2021 Financial Results Conference Call",http://www.purecyclewater.com/investors/,161,NONE,2021,Q2,Earnings Call,"Apr 13, 2021",04:30 PM,ET
643,"Mar 30 – Mar 31, 2021 2021 Lytham Partners Investor Conference Series",http://www.purecyclewater.com/investors/,161,LYTHAM PARTNERS,2021,NONE,Conference,"Mar 30, 2021",NONE,NONE
